year,gene,method,subtype,region,continent,mismatch
2015,H3N2 HA epitope,beth-1 single gene,H3N2,CAN,North America,6.259090909
2016,H3N2 HA epitope,beth-1 single gene,H3N2,CAN,North America,7.78313253
2017,H3N2 HA epitope,beth-1 single gene,H3N2,CAN,North America,3.789915966
2018,H3N2 HA epitope,beth-1 single gene,H3N2,CAN,North America,2.379157428
2019,H3N2 HA epitope,beth-1 single gene,H3N2,CAN,North America,7.176470588
2003,H3N2 HA epitope,beth-1 single gene,H3N2,UK,Europe,NA
2004,H3N2 HA epitope,beth-1 single gene,H3N2,UK,Europe,2.428571429
2005,H3N2 HA epitope,beth-1 single gene,H3N2,UK,Europe,NA
2006,H3N2 HA epitope,beth-1 single gene,H3N2,UK,Europe,NA
2007,H3N2 HA epitope,beth-1 single gene,H3N2,UK,Europe,NA
2008,H3N2 HA epitope,beth-1 single gene,H3N2,UK,Europe,NA
2009,H3N2 HA epitope,beth-1 single gene,H3N2,UK,Europe,NA
2010,H3N2 HA epitope,beth-1 single gene,H3N2,UK,Europe,7
2011,H3N2 HA epitope,beth-1 single gene,H3N2,UK,Europe,7.142857143
2012,H3N2 HA epitope,beth-1 single gene,H3N2,UK,Europe,7.113636364
2013,H3N2 HA epitope,beth-1 single gene,H3N2,UK,Europe,2.869565217
2014,H3N2 HA epitope,beth-1 single gene,H3N2,UK,Europe,3.904761905
2015,H3N2 HA epitope,beth-1 single gene,H3N2,UK,Europe,6.36
2016,H3N2 HA epitope,beth-1 single gene,H3N2,UK,Europe,8.490909091
2017,H3N2 HA epitope,beth-1 single gene,H3N2,UK,Europe,3.547826087
2018,H3N2 HA epitope,beth-1 single gene,H3N2,UK,Europe,3.398529412
2019,H3N2 HA epitope,beth-1 single gene,H3N2,UK,Europe,6.2909699
2003,H3N2 HA epitope,beth-1 single gene,H3N2,GER,Europe,NA
2004,H3N2 HA epitope,beth-1 single gene,H3N2,GER,Europe,NA
2005,H3N2 HA epitope,beth-1 single gene,H3N2,GER,Europe,NA
2006,H3N2 HA epitope,beth-1 single gene,H3N2,GER,Europe,NA
2007,H3N2 HA epitope,beth-1 single gene,H3N2,GER,Europe,NA
2008,H3N2 HA epitope,beth-1 single gene,H3N2,GER,Europe,5
2009,H3N2 HA epitope,beth-1 single gene,H3N2,GER,Europe,NA
2010,H3N2 HA epitope,beth-1 single gene,H3N2,GER,Europe,NA
2011,H3N2 HA epitope,beth-1 single gene,H3N2,GER,Europe,8
2012,H3N2 HA epitope,beth-1 single gene,H3N2,GER,Europe,8.055555556
2013,H3N2 HA epitope,beth-1 single gene,H3N2,GER,Europe,4.272727273
2014,H3N2 HA epitope,beth-1 single gene,H3N2,GER,Europe,3.214285714
2015,H3N2 HA epitope,beth-1 single gene,H3N2,GER,Europe,5.709090909
2016,H3N2 HA epitope,beth-1 single gene,H3N2,GER,Europe,3.461538462
2017,H3N2 HA epitope,beth-1 single gene,H3N2,GER,Europe,3.551724138
2018,H3N2 HA epitope,beth-1 single gene,H3N2,GER,Europe,3.037735849
2019,H3N2 HA epitope,beth-1 single gene,H3N2,GER,Europe,6.860215054
2003,H3N2 HA epitope,beth-1 single gene,H3N2,FR,Europe,NA
2004,H3N2 HA epitope,beth-1 single gene,H3N2,FR,Europe,NA
2005,H3N2 HA epitope,beth-1 single gene,H3N2,FR,Europe,NA
2006,H3N2 HA epitope,beth-1 single gene,H3N2,FR,Europe,NA
2007,H3N2 HA epitope,beth-1 single gene,H3N2,FR,Europe,1.75
2008,H3N2 HA epitope,beth-1 single gene,H3N2,FR,Europe,6
2009,H3N2 HA epitope,beth-1 single gene,H3N2,FR,Europe,0.947368421
2010,H3N2 HA epitope,beth-1 single gene,H3N2,FR,Europe,7.333333333
2011,H3N2 HA epitope,beth-1 single gene,H3N2,FR,Europe,6.888888889
2012,H3N2 HA epitope,beth-1 single gene,H3N2,FR,Europe,7.882352941
2013,H3N2 HA epitope,beth-1 single gene,H3N2,FR,Europe,1.904761905
2014,H3N2 HA epitope,beth-1 single gene,H3N2,FR,Europe,2.1
2015,H3N2 HA epitope,beth-1 single gene,H3N2,FR,Europe,5.734177215
2016,H3N2 HA epitope,beth-1 single gene,H3N2,FR,Europe,8.459459459
2017,H3N2 HA epitope,beth-1 single gene,H3N2,FR,Europe,2.165938865
2018,H3N2 HA epitope,beth-1 single gene,H3N2,FR,Europe,5.55
2019,H3N2 HA epitope,beth-1 single gene,H3N2,FR,Europe,6.566666667
2003,H3N2 HA epitope,beth-1 single gene,H3N2,HK,Asia,NA
2004,H3N2 HA epitope,beth-1 single gene,H3N2,HK,Asia,4.342857143
2005,H3N2 HA epitope,beth-1 single gene,H3N2,HK,Asia,1.358974359
2006,H3N2 HA epitope,beth-1 single gene,H3N2,HK,Asia,NA
2007,H3N2 HA epitope,beth-1 single gene,H3N2,HK,Asia,5.5
2008,H3N2 HA epitope,beth-1 single gene,H3N2,HK,Asia,5
2009,H3N2 HA epitope,beth-1 single gene,H3N2,HK,Asia,4.915254237
2010,H3N2 HA epitope,beth-1 single gene,H3N2,HK,Asia,6.409090909
2011,H3N2 HA epitope,beth-1 single gene,H3N2,HK,Asia,8
2012,H3N2 HA epitope,beth-1 single gene,H3N2,HK,Asia,9.75
2013,H3N2 HA epitope,beth-1 single gene,H3N2,HK,Asia,1.8
2014,H3N2 HA epitope,beth-1 single gene,H3N2,HK,Asia,3.405405405
2015,H3N2 HA epitope,beth-1 single gene,H3N2,HK,Asia,5.882352941
2016,H3N2 HA epitope,beth-1 single gene,H3N2,HK,Asia,8.407407407
2017,H3N2 HA epitope,beth-1 single gene,H3N2,HK,Asia,4.957081545
2018,H3N2 HA epitope,beth-1 single gene,H3N2,HK,Asia,8.136363636
2019,H3N2 HA epitope,beth-1 single gene,H3N2,HK,Asia,5
2003,H3N2 HA epitope,beth-1 single gene,H3N2,SCP,Asia,4.6
2004,H3N2 HA epitope,beth-1 single gene,H3N2,SCP,Asia,4.088235294
2005,H3N2 HA epitope,beth-1 single gene,H3N2,SCP,Asia,1.484848485
2006,H3N2 HA epitope,beth-1 single gene,H3N2,SCP,Asia,8
2007,H3N2 HA epitope,beth-1 single gene,H3N2,SCP,Asia,5.818181818
2008,H3N2 HA epitope,beth-1 single gene,H3N2,SCP,Asia,6.142857143
2009,H3N2 HA epitope,beth-1 single gene,H3N2,SCP,Asia,4.806451613
2010,H3N2 HA epitope,beth-1 single gene,H3N2,SCP,Asia,6.888888889
2011,H3N2 HA epitope,beth-1 single gene,H3N2,SCP,Asia,7.333333333
2012,H3N2 HA epitope,beth-1 single gene,H3N2,SCP,Asia,9.88
2013,H3N2 HA epitope,beth-1 single gene,H3N2,SCP,Asia,2.7
2014,H3N2 HA epitope,beth-1 single gene,H3N2,SCP,Asia,3.605839416
2015,H3N2 HA epitope,beth-1 single gene,H3N2,SCP,Asia,4.710982659
2016,H3N2 HA epitope,beth-1 single gene,H3N2,SCP,Asia,7.27027027
2017,H3N2 HA epitope,beth-1 single gene,H3N2,SCP,Asia,5.013192612
2018,H3N2 HA epitope,beth-1 single gene,H3N2,SCP,Asia,7.308510638
2019,H3N2 HA epitope,beth-1 single gene,H3N2,SCP,Asia,5.156177156
2003,H3N2 HA epitope,beth-1 single gene,H3N2,JP,Asia,5
2004,H3N2 HA epitope,beth-1 single gene,H3N2,JP,Asia,4
2005,H3N2 HA epitope,beth-1 single gene,H3N2,JP,Asia,1
2006,H3N2 HA epitope,beth-1 single gene,H3N2,JP,Asia,2.2
2007,H3N2 HA epitope,beth-1 single gene,H3N2,JP,Asia,4
2008,H3N2 HA epitope,beth-1 single gene,H3N2,JP,Asia,5.5
2009,H3N2 HA epitope,beth-1 single gene,H3N2,JP,Asia,2.666666667
2010,H3N2 HA epitope,beth-1 single gene,H3N2,JP,Asia,7
2011,H3N2 HA epitope,beth-1 single gene,H3N2,JP,Asia,9.166666667
2012,H3N2 HA epitope,beth-1 single gene,H3N2,JP,Asia,8.138528139
2013,H3N2 HA epitope,beth-1 single gene,H3N2,JP,Asia,1.326923077
2014,H3N2 HA epitope,beth-1 single gene,H3N2,JP,Asia,2.896414343
2015,H3N2 HA epitope,beth-1 single gene,H3N2,JP,Asia,6.645299145
2016,H3N2 HA epitope,beth-1 single gene,H3N2,JP,Asia,8.239583333
2017,H3N2 HA epitope,beth-1 single gene,H3N2,JP,Asia,4.138248848
2018,H3N2 HA epitope,beth-1 single gene,H3N2,JP,Asia,4.789667897
2019,H3N2 HA epitope,beth-1 single gene,H3N2,JP,Asia,5.504178273
2003,H3N2 HA epitope,beth-1 single gene,H3N2,SG,Asia,5.333333333
2004,H3N2 HA epitope,beth-1 single gene,H3N2,SG,Asia,2.333333333
2005,H3N2 HA epitope,beth-1 single gene,H3N2,SG,Asia,4
2006,H3N2 HA epitope,beth-1 single gene,H3N2,SG,Asia,NA
2007,H3N2 HA epitope,beth-1 single gene,H3N2,SG,Asia,4.75
2008,H3N2 HA epitope,beth-1 single gene,H3N2,SG,Asia,6.125
2009,H3N2 HA epitope,beth-1 single gene,H3N2,SG,Asia,5.392857143
2010,H3N2 HA epitope,beth-1 single gene,H3N2,SG,Asia,6.048780488
2011,H3N2 HA epitope,beth-1 single gene,H3N2,SG,Asia,7.583892617
2012,H3N2 HA epitope,beth-1 single gene,H3N2,SG,Asia,8.493333333
2013,H3N2 HA epitope,beth-1 single gene,H3N2,SG,Asia,1.555555556
2014,H3N2 HA epitope,beth-1 single gene,H3N2,SG,Asia,3.573333333
2015,H3N2 HA epitope,beth-1 single gene,H3N2,SG,Asia,6.257575758
2016,H3N2 HA epitope,beth-1 single gene,H3N2,SG,Asia,8.342281879
2017,H3N2 HA epitope,beth-1 single gene,H3N2,SG,Asia,4.659259259
2018,H3N2 HA epitope,beth-1 single gene,H3N2,SG,Asia,7.657894737
2019,H3N2 HA epitope,beth-1 single gene,H3N2,SG,Asia,4.614864865
2003,H3N2 NA protein,beth-1 single gene,H3N2,NY,North America,9.444444444
2004,H3N2 NA protein,beth-1 single gene,H3N2,NY,North America,15.40909091
2005,H3N2 NA protein,beth-1 single gene,H3N2,NY,North America,2.962962963
2006,H3N2 NA protein,beth-1 single gene,H3N2,NY,North America,3.377358491
2007,H3N2 NA protein,beth-1 single gene,H3N2,NY,North America,9.1
2008,H3N2 NA protein,beth-1 single gene,H3N2,NY,North America,11.35
2009,H3N2 NA protein,beth-1 single gene,H3N2,NY,North America,4.064935065
2010,H3N2 NA protein,beth-1 single gene,H3N2,NY,North America,3.166666667
2011,H3N2 NA protein,beth-1 single gene,H3N2,NY,North America,7.5
2012,H3N2 NA protein,beth-1 single gene,H3N2,NY,North America,4.25
2013,H3N2 NA protein,beth-1 single gene,H3N2,NY,North America,1.14516129
2014,H3N2 NA protein,beth-1 single gene,H3N2,NY,North America,3.615384615
2015,H3N2 NA protein,beth-1 single gene,H3N2,NY,North America,4.480620155
2016,H3N2 NA protein,beth-1 single gene,H3N2,NY,North America,5.945454545
2017,H3N2 NA protein,beth-1 single gene,H3N2,NY,North America,4.284090909
2018,H3N2 NA protein,beth-1 single gene,H3N2,NY,North America,4.359223301
2019,H3N2 NA protein,beth-1 single gene,H3N2,NY,North America,10.1
2003,H3N2 NA protein,beth-1 single gene,H3N2,CA,North America,NA
2004,H3N2 NA protein,beth-1 single gene,H3N2,CA,North America,7.142857143
2005,H3N2 NA protein,beth-1 single gene,H3N2,CA,North America,3
2006,H3N2 NA protein,beth-1 single gene,H3N2,CA,North America,2.5
2007,H3N2 NA protein,beth-1 single gene,H3N2,CA,North America,8
2008,H3N2 NA protein,beth-1 single gene,H3N2,CA,North America,11.2
2009,H3N2 NA protein,beth-1 single gene,H3N2,CA,North America,5.232876712
2010,H3N2 NA protein,beth-1 single gene,H3N2,CA,North America,3.5
2011,H3N2 NA protein,beth-1 single gene,H3N2,CA,North America,4.3125
2012,H3N2 NA protein,beth-1 single gene,H3N2,CA,North America,3.823529412
2013,H3N2 NA protein,beth-1 single gene,H3N2,CA,North America,2.238095238
2014,H3N2 NA protein,beth-1 single gene,H3N2,CA,North America,3.814814815
2015,H3N2 NA protein,beth-1 single gene,H3N2,CA,North America,5
2016,H3N2 NA protein,beth-1 single gene,H3N2,CA,North America,6.26446281
2017,H3N2 NA protein,beth-1 single gene,H3N2,CA,North America,3.042553191
2018,H3N2 NA protein,beth-1 single gene,H3N2,CA,North America,3.728205128
2019,H3N2 NA protein,beth-1 single gene,H3N2,CA,North America,9.325581395
2003,H3N2 NA protein,beth-1 single gene,H3N2,CAN,North America,NA
2004,H3N2 NA protein,beth-1 single gene,H3N2,CAN,North America,NA
2005,H3N2 NA protein,beth-1 single gene,H3N2,CAN,North America,8
2006,H3N2 NA protein,beth-1 single gene,H3N2,CAN,North America,4
2007,H3N2 NA protein,beth-1 single gene,H3N2,CAN,North America,7
2008,H3N2 NA protein,beth-1 single gene,H3N2,CAN,North America,NA
2009,H3N2 NA protein,beth-1 single gene,H3N2,CAN,North America,5
2010,H3N2 NA protein,beth-1 single gene,H3N2,CAN,North America,3.714285714
2011,H3N2 NA protein,beth-1 single gene,H3N2,CAN,North America,3.594594595
2012,H3N2 NA protein,beth-1 single gene,H3N2,CAN,North America,5.5
2013,H3N2 NA protein,beth-1 single gene,H3N2,CAN,North America,2.666666667
2014,H3N2 NA protein,beth-1 single gene,H3N2,CAN,North America,4.916666667
2015,H3N2 NA protein,beth-1 single gene,H3N2,CAN,North America,5.02970297
2016,H3N2 NA protein,beth-1 single gene,H3N2,CAN,North America,6.35483871
2017,H3N2 NA protein,beth-1 single gene,H3N2,CAN,North America,7.542857143
2018,H3N2 NA protein,beth-1 single gene,H3N2,CAN,North America,4.305084746
2019,H3N2 NA protein,beth-1 single gene,H3N2,CAN,North America,6.507936508
2003,H3N2 NA protein,beth-1 single gene,H3N2,UK,Europe,NA
2004,H3N2 NA protein,beth-1 single gene,H3N2,UK,Europe,16.71428571
2005,H3N2 NA protein,beth-1 single gene,H3N2,UK,Europe,NA
2006,H3N2 NA protein,beth-1 single gene,H3N2,UK,Europe,NA
2007,H3N2 NA protein,beth-1 single gene,H3N2,UK,Europe,NA
2008,H3N2 NA protein,beth-1 single gene,H3N2,UK,Europe,NA
2009,H3N2 NA protein,beth-1 single gene,H3N2,UK,Europe,NA
2010,H3N2 NA protein,beth-1 single gene,H3N2,UK,Europe,4
2011,H3N2 NA protein,beth-1 single gene,H3N2,UK,Europe,4.75
2012,H3N2 NA protein,beth-1 single gene,H3N2,UK,Europe,4.962962963
2013,H3N2 NA protein,beth-1 single gene,H3N2,UK,Europe,0.913043478
2014,H3N2 NA protein,beth-1 single gene,H3N2,UK,Europe,4.095238095
2015,H3N2 NA protein,beth-1 single gene,H3N2,UK,Europe,4.944162437
2016,H3N2 NA protein,beth-1 single gene,H3N2,UK,Europe,7.041666667
2017,H3N2 NA protein,beth-1 single gene,H3N2,UK,Europe,3.051693405
2018,H3N2 NA protein,beth-1 single gene,H3N2,UK,Europe,3.837795276
2019,H3N2 NA protein,beth-1 single gene,H3N2,UK,Europe,6.357388316
2003,H3N2 NA protein,beth-1 single gene,H3N2,GER,Europe,NA
2004,H3N2 NA protein,beth-1 single gene,H3N2,GER,Europe,NA
2005,H3N2 NA protein,beth-1 single gene,H3N2,GER,Europe,NA
2006,H3N2 NA protein,beth-1 single gene,H3N2,GER,Europe,NA
2007,H3N2 NA protein,beth-1 single gene,H3N2,GER,Europe,NA
2008,H3N2 NA protein,beth-1 single gene,H3N2,GER,Europe,11
2009,H3N2 NA protein,beth-1 single gene,H3N2,GER,Europe,NA
2010,H3N2 NA protein,beth-1 single gene,H3N2,GER,Europe,NA
2011,H3N2 NA protein,beth-1 single gene,H3N2,GER,Europe,4.857142857
2012,H3N2 NA protein,beth-1 single gene,H3N2,GER,Europe,4.588235294
2013,H3N2 NA protein,beth-1 single gene,H3N2,GER,Europe,1.545454545
2014,H3N2 NA protein,beth-1 single gene,H3N2,GER,Europe,3.642857143
2015,H3N2 NA protein,beth-1 single gene,H3N2,GER,Europe,4.722222222
2016,H3N2 NA protein,beth-1 single gene,H3N2,GER,Europe,6.4
2017,H3N2 NA protein,beth-1 single gene,H3N2,GER,Europe,2.481481481
2018,H3N2 NA protein,beth-1 single gene,H3N2,GER,Europe,4.188679245
2019,H3N2 NA protein,beth-1 single gene,H3N2,GER,Europe,6.944134078
2003,H3N2 NA protein,beth-1 single gene,H3N2,FR,Europe,NA
2004,H3N2 NA protein,beth-1 single gene,H3N2,FR,Europe,NA
2005,H3N2 NA protein,beth-1 single gene,H3N2,FR,Europe,NA
2006,H3N2 NA protein,beth-1 single gene,H3N2,FR,Europe,NA
2007,H3N2 NA protein,beth-1 single gene,H3N2,FR,Europe,2.75
2008,H3N2 NA protein,beth-1 single gene,H3N2,FR,Europe,10.5
2009,H3N2 NA protein,beth-1 single gene,H3N2,FR,Europe,4.789473684
2010,H3N2 NA protein,beth-1 single gene,H3N2,FR,Europe,3.333333333
2011,H3N2 NA protein,beth-1 single gene,H3N2,FR,Europe,4.666666667
2012,H3N2 NA protein,beth-1 single gene,H3N2,FR,Europe,4.911764706
2013,H3N2 NA protein,beth-1 single gene,H3N2,FR,Europe,1
2014,H3N2 NA protein,beth-1 single gene,H3N2,FR,Europe,3.3
2015,H3N2 NA protein,beth-1 single gene,H3N2,FR,Europe,5.304347826
2016,H3N2 NA protein,beth-1 single gene,H3N2,FR,Europe,7.108108108
2017,H3N2 NA protein,beth-1 single gene,H3N2,FR,Europe,2.744874715
2018,H3N2 NA protein,beth-1 single gene,H3N2,FR,Europe,4.769230769
2019,H3N2 NA protein,beth-1 single gene,H3N2,FR,Europe,6.954761905
2003,H3N2 NA protein,beth-1 single gene,H3N2,HK,Asia,NA
2004,H3N2 NA protein,beth-1 single gene,H3N2,HK,Asia,6.428571429
2005,H3N2 NA protein,beth-1 single gene,H3N2,HK,Asia,2.552631579
2006,H3N2 NA protein,beth-1 single gene,H3N2,HK,Asia,NA
2007,H3N2 NA protein,beth-1 single gene,H3N2,HK,Asia,12
2008,H3N2 NA protein,beth-1 single gene,H3N2,HK,Asia,11
2009,H3N2 NA protein,beth-1 single gene,H3N2,HK,Asia,4.542372881
2010,H3N2 NA protein,beth-1 single gene,H3N2,HK,Asia,3.681818182
2011,H3N2 NA protein,beth-1 single gene,H3N2,HK,Asia,6.5
2012,H3N2 NA protein,beth-1 single gene,H3N2,HK,Asia,5.166666667
2013,H3N2 NA protein,beth-1 single gene,H3N2,HK,Asia,2.1
2014,H3N2 NA protein,beth-1 single gene,H3N2,HK,Asia,3.621621622
2015,H3N2 NA protein,beth-1 single gene,H3N2,HK,Asia,5.117647059
2016,H3N2 NA protein,beth-1 single gene,H3N2,HK,Asia,5.875
2017,H3N2 NA protein,beth-1 single gene,H3N2,HK,Asia,3.841121495
2018,H3N2 NA protein,beth-1 single gene,H3N2,HK,Asia,4.442307692
2019,H3N2 NA protein,beth-1 single gene,H3N2,HK,Asia,3.021276596
2003,H3N2 NA protein,beth-1 single gene,H3N2,SCP,Asia,1.413793103
2004,H3N2 NA protein,beth-1 single gene,H3N2,SCP,Asia,6.970588235
2005,H3N2 NA protein,beth-1 single gene,H3N2,SCP,Asia,2.909090909
2006,H3N2 NA protein,beth-1 single gene,H3N2,SCP,Asia,14
2007,H3N2 NA protein,beth-1 single gene,H3N2,SCP,Asia,11
2008,H3N2 NA protein,beth-1 single gene,H3N2,SCP,Asia,11.78947368
2009,H3N2 NA protein,beth-1 single gene,H3N2,SCP,Asia,4.576470588
2010,H3N2 NA protein,beth-1 single gene,H3N2,SCP,Asia,6.305555556
2011,H3N2 NA protein,beth-1 single gene,H3N2,SCP,Asia,4.695652174
2012,H3N2 NA protein,beth-1 single gene,H3N2,SCP,Asia,5.4
2013,H3N2 NA protein,beth-1 single gene,H3N2,SCP,Asia,2.566666667
2014,H3N2 NA protein,beth-1 single gene,H3N2,SCP,Asia,4.106382979
2015,H3N2 NA protein,beth-1 single gene,H3N2,SCP,Asia,3.75
2016,H3N2 NA protein,beth-1 single gene,H3N2,SCP,Asia,5.897959184
2017,H3N2 NA protein,beth-1 single gene,H3N2,SCP,Asia,3.754045307
2018,H3N2 NA protein,beth-1 single gene,H3N2,SCP,Asia,4.941176471
2019,H3N2 NA protein,beth-1 single gene,H3N2,SCP,Asia,3.811188811
2003,H3N2 NA protein,beth-1 single gene,H3N2,JP,Asia,NA
2004,H3N2 NA protein,beth-1 single gene,H3N2,JP,Asia,3
2005,H3N2 NA protein,beth-1 single gene,H3N2,JP,Asia,5
2006,H3N2 NA protein,beth-1 single gene,H3N2,JP,Asia,2.4
2007,H3N2 NA protein,beth-1 single gene,H3N2,JP,Asia,12.8
2008,H3N2 NA protein,beth-1 single gene,H3N2,JP,Asia,12.75
2009,H3N2 NA protein,beth-1 single gene,H3N2,JP,Asia,4.5
2010,H3N2 NA protein,beth-1 single gene,H3N2,JP,Asia,8
2011,H3N2 NA protein,beth-1 single gene,H3N2,JP,Asia,6.833333333
2012,H3N2 NA protein,beth-1 single gene,H3N2,JP,Asia,5.241758242
2013,H3N2 NA protein,beth-1 single gene,H3N2,JP,Asia,2.453608247
2014,H3N2 NA protein,beth-1 single gene,H3N2,JP,Asia,4.255102041
2015,H3N2 NA protein,beth-1 single gene,H3N2,JP,Asia,4.956284153
2016,H3N2 NA protein,beth-1 single gene,H3N2,JP,Asia,6.839572193
2017,H3N2 NA protein,beth-1 single gene,H3N2,JP,Asia,3.428571429
2018,H3N2 NA protein,beth-1 single gene,H3N2,JP,Asia,4.26744186
2019,H3N2 NA protein,beth-1 single gene,H3N2,JP,Asia,3.983050847
2003,H3N2 NA protein,beth-1 single gene,H3N2,SG,Asia,2.666666667
2004,H3N2 NA protein,beth-1 single gene,H3N2,SG,Asia,2.888888889
2005,H3N2 NA protein,beth-1 single gene,H3N2,SG,Asia,NA
2006,H3N2 NA protein,beth-1 single gene,H3N2,SG,Asia,NA
2007,H3N2 NA protein,beth-1 single gene,H3N2,SG,Asia,9.5
2008,H3N2 NA protein,beth-1 single gene,H3N2,SG,Asia,12
2009,H3N2 NA protein,beth-1 single gene,H3N2,SG,Asia,3.392857143
2010,H3N2 NA protein,beth-1 single gene,H3N2,SG,Asia,3.75
2011,H3N2 NA protein,beth-1 single gene,H3N2,SG,Asia,5.805369128
2012,H3N2 NA protein,beth-1 single gene,H3N2,SG,Asia,4.786666667
2013,H3N2 NA protein,beth-1 single gene,H3N2,SG,Asia,2.703703704
2014,H3N2 NA protein,beth-1 single gene,H3N2,SG,Asia,3.243243243
2015,H3N2 NA protein,beth-1 single gene,H3N2,SG,Asia,4.53125
2016,H3N2 NA protein,beth-1 single gene,H3N2,SG,Asia,7.156462585
2017,H3N2 NA protein,beth-1 single gene,H3N2,SG,Asia,3.525925926
2018,H3N2 NA protein,beth-1 single gene,H3N2,SG,Asia,4.681415929
2019,H3N2 NA protein,beth-1 single gene,H3N2,SG,Asia,4.858108108
2003,H3N2 NA epitope,beth-1 single gene,H3N2,NY,North America,0.111111111
2004,H3N2 NA epitope,beth-1 single gene,H3N2,NY,North America,1.056818182
2005,H3N2 NA epitope,beth-1 single gene,H3N2,NY,North America,0.950617284
2006,H3N2 NA epitope,beth-1 single gene,H3N2,NY,North America,0.528301887
2007,H3N2 NA epitope,beth-1 single gene,H3N2,NY,North America,0.966666667
2008,H3N2 NA epitope,beth-1 single gene,H3N2,NY,North America,0.125
2009,H3N2 NA epitope,beth-1 single gene,H3N2,NY,North America,0.064935065
2010,H3N2 NA epitope,beth-1 single gene,H3N2,NY,North America,0
2011,H3N2 NA epitope,beth-1 single gene,H3N2,NY,North America,0.09375
2012,H3N2 NA epitope,beth-1 single gene,H3N2,NY,North America,0.166666667
2013,H3N2 NA epitope,beth-1 single gene,H3N2,NY,North America,0.032258065
2014,H3N2 NA epitope,beth-1 single gene,H3N2,NY,North America,0.692307692
2015,H3N2 NA epitope,beth-1 single gene,H3N2,NY,North America,0.031007752
2016,H3N2 NA epitope,beth-1 single gene,H3N2,NY,North America,0.327272727
2017,H3N2 NA epitope,beth-1 single gene,H3N2,NY,North America,0.545454545
2018,H3N2 NA epitope,beth-1 single gene,H3N2,NY,North America,1.27184466
2019,H3N2 NA epitope,beth-1 single gene,H3N2,NY,North America,2.676923077
2003,H3N2 NA epitope,beth-1 single gene,H3N2,CA,North America,NA
2004,H3N2 NA epitope,beth-1 single gene,H3N2,CA,North America,1.285714286
2005,H3N2 NA epitope,beth-1 single gene,H3N2,CA,North America,0
2006,H3N2 NA epitope,beth-1 single gene,H3N2,CA,North America,0
2007,H3N2 NA epitope,beth-1 single gene,H3N2,CA,North America,0.888888889
2008,H3N2 NA epitope,beth-1 single gene,H3N2,CA,North America,0.3
2009,H3N2 NA epitope,beth-1 single gene,H3N2,CA,North America,0.294520548
2010,H3N2 NA epitope,beth-1 single gene,H3N2,CA,North America,0
2011,H3N2 NA epitope,beth-1 single gene,H3N2,CA,North America,0.125
2012,H3N2 NA epitope,beth-1 single gene,H3N2,CA,North America,0.176470588
